	Gender	Age	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
218	f	>23	first	C+	Central	highschool-art	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
219	f	>23	second	B	Central	highschool-mathsci	yes	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
220	f	>23	forth	B	East	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
221	f	23-28	second	C+	Central	vocational	yes	mid	low	high	mid	high	Mid	Mid	Low	High	Mid	Mid	Low	High
222	f	29-34	completed	C+	East	highschool-art	yes	mid	high	high	mid	mid	High	Low	High	Low	Mid	Mid	High	Low
223	f	>23	second	B	Central	highschool-mathsci	yes	low	mid	low	mid	mid	Mid	Mid	Low	High	Mid	Mid	Low	High
224	LGBT	23-28	completed	B	Central	vocational	yes	mid	mid	mid	mid	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
225	LGBT	23-28	forth	B	Central	highschool-mathsci	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
226	f	>23	third	B	Central	highschool-mathsci	yes	low	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
227	m	>23	second	C+	Central	highschool-art	yes	high	high	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
228	f	>23	forth	B	NorthEast	highschool-art	yes	mid	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
229	f	>23	first	C	Central	highvocational	no	high	mid	mid	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
230	f	>23	second	C+	Central	highschool-art	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
231	f	23-28	completed	B	West	highvocational	no	mid	mid	mid	high	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
232	f	>23	second	C+	West	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
233	m	>23	second	B	NorthEast	vocational	yes	mid	high	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
234	f	23-28	first	C+	North	highschool-art	no	low	low	mid	mid	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
235	m	>23	second	C+	NorthEast	vocational	yes	mid	high	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
236	m	23-28	first	B+	North	highschool-mathsci	yes	high	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
237	m	>23	second	C+	Central	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
238	LGBT	23-28	completed	B+	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
239	LGBT	23-28	first	C+	North	highschool-art	yes	low	high	mid	high	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
240	LGBT	23-28	first	C+	North	highschool-art	yes	mid	high	mid	low	low	Mid	Mid	Low	High	Mid	Mid	High	Low
241	f	23-28	second	B	North	highschool-mathsci	yes	low	low	high	high	mid	Mid	Mid	Low	High	High	Low	Mid	Mid
242	f	23-28	third	B	NorthEast	highschool-art	no	low	high	high	mid	low	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
243	LGBT	>23	second	C+	NorthEast	highschool-art	no	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	High	Low
244	f	>23	first	B	North	highschool-mathsci	yes	mid	mid	high	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
245	f	>23	first	C+	Central	highschool-mathsci	yes	mid	high	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
246	LGBT	23-28	second	B	NorthEast	non-formal	no	low	low	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
247	LGBT	23-28	first	B	NorthEast	highschool-art	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
248	f	23-28	first	C+	NorthEast	highschool-art	no	mid	low	high	mid	high	Mid	Mid	Mid	Mid	Low	High	High	Low
249	LGBT	>23	first	B	NorthEast	highvocational	no	mid	mid	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
250	m	23-28	completed	B	Central	highschool-art	yes	mid	low	mid	low	mid	Mid	Mid	Mid	Mid	High	Low	High	Low
251	LGBT	23-28	first	B	NorthEast	highschool-art	no	mid	mid	high	mid	high	Mid	Mid	Low	High	High	Low	Mid	Mid
252	LGBT	>23	first	B	NorthEast	highschool-mathsci	no	mid	mid	mid	mid	high	High	Low	High	Low	Mid	Mid	High	Low
253	LGBT	>23	first	B+	Central	highschool-mathsci	yes	low	mid	high	mid	mid	Mid	Mid	High	Low	Low	High	High	Low
254	f	>23	second	B	Central	vocational	no	mid	high	high	mid	mid	Low	High	High	Low	Low	High	High	Low
255	f	23-28	forth	B	Central	highschool-art	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
256	f	23-28	second	B	Central	highschool-art	yes	high	high	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	Low	High
257	f	23-28	second	B	Central	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
258	m	23-28	second	B	East	vocational	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
259	LGBT	>23	first	B+	East	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
260	LGBT	>23	first	B	East	non-formal	no	mid	high	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
261	LGBT	>23	first	B	East	highschool-art	yes	mid	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
262	LGBT	>23	second	A	South	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
263	LGBT	>23	second	B	South	highschool-art	yes	high	mid	high	mid	mid	High	Low	High	Low	High	Low	Low	High
264	LGBT	>23	first	B	South	vocational	no	mid	high	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
265	LGBT	23-28	first	B	South	highschool-art	yes	mid	high	mid	high	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
266	LGBT	23-28	first	B	South	vocational	no	high	high	high	high	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
267	LGBT	>23	second	B+	South	highschool-mathsci	no	low	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
268	f	23-28	completed	B+	South	highschool-art	no	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
269	m	>23	second	C	South	highschool-art	no	mid	high	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
270	f	>23	second	C+	South	highvocational	no	low	high	high	high	mid	Low	High	High	Low	Low	High	High	Low
271	LGBT	>23	second	B	South	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Low	High	High	Low
272	f	23-28	third	B	North	highschool-mathsci	yes	mid	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
273	m	23-28	third	B	North	highschool-mathsci	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
274	m	23-28	completed	B	North	highvocational	no	mid	mid	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
275	f	>23	second	B+	North	vocational	no	mid	mid	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
276	f	23-28	second	B	North	highvocational	no	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
277	m	23-28	second	C+	North	non-formal	no	mid	low	high	high	mid	Mid	Mid	High	Low	Low	High	High	Low
278	f	>23	second	B	North	non-formal	no	high	low	high	mid	mid	Low	High	Mid	Mid	Mid	Mid	Low	High
279	m	>23	second	B	North	highschool-art	no	high	low	high	mid	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
280	m	23-28	completed	B	North	highschool-mathsci	no	mid	high	high	high	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
281	LGBT	23-28	second	B	North	vocational	no	mid	high	mid	mid	mid	Low	High	Mid	Mid	Low	High	High	Low
282	f	23-28	forth	B	North	highvocational	no	mid	high	high	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
283	LGBT	>23	first	B	North	highschool-mathsci	no	high	high	high	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
284	f	23-28	first	C+	North	highvocational	no	mid	mid	high	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
285	LGBT	23-28	second	B+	North	highschool-mathsci	no	mid	high	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
286	m	>23	third	C+	East	highschool-mathsci	yes	high	high	high	mid	high	Low	High	Mid	Mid	Mid	Mid	High	Low
287	m	>23	third	C+	East	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	High	Low	Low	High
288	m	>23	third	B	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
289	f	>23	third	B	East	highschool-mathsci	yes	mid	high	high	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
290	f	>23	third	C+	Central	highschool-mathsci	yes	mid	high	high	mid	mid	Mid	Mid	High	Low	High	Low	Mid	Mid
291	m	>23	third	C+	North	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
292	f	>23	third	B	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
293	f	>23	third	B	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	High	Low	High	Low	Mid	Mid
294	m	>23	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
295	f	>23	third	B	West	highschool-mathsci	yes	mid	mid	mid	high	high	Mid	Mid	High	Low	High	Low	Mid	Mid
296	f	>23	third	B	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	Low	High
297	f	>23	third	B	NorthEast	highschool-mathsci	yes	mid	mid	high	high	high	Mid	Mid	High	Low	Low	High	Low	High
298	f	>23	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
299	m	>23	third	B	South	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	High	Low	Mid	Mid	Mid	Mid
300	m	>23	third	C+	West	highschool-mathsci	yes	mid	high	low	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
301	f	>23	third	B	NorthEast	highschool-mathsci	yes	mid	mid	mid	low	mid	Mid	Mid	High	Low	High	Low	Mid	Mid
302	m	>23	third	B	NorthEast	highschool-mathsci	yes	mid	high	mid	low	high	High	Low	Low	High	High	Low	Low	High
303	m	>23	third	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
304	f	>23	third	B	South	highschool-mathsci	yes	mid	mid	mid	high	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
305	f	>23	third	B	Central	highschool-mathsci	yes	mid	low	low	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
306	m	>23	second	B	Central	highschool-art	yes	low	low	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
307	f	>23	second	B	North	highschool-mathsci	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
308	f	>23	second	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
309	LGBT	>23	third	B+	North	highschool-mathsci	yes	high	low	high	high	high	High	Low	Mid	Mid	High	Low	Mid	Mid
310	f	>23	second	B	Central	highschool-mathsci	yes	mid	high	low	high	low	Mid	Mid	High	Low	High	Low	Mid	Mid
311	m	23-28	forth	B+	North	highschool-art	yes	high	high	mid	high	high	High	Low	High	Low	Low	High	High	Low
312	f	>23	second	B	Central	highschool-art	yes	low	low	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	High	Low
313	m	23-28	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
314	m	>23	second	C+	East	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
315	f	>23	second	B	North	highschool-art	yes	mid	low	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
316	f	23-28	third	B+	Central	vocational	yes	high	high	high	mid	mid	Low	High	Low	High	Low	High	High	Low
317	f	>23	second	B	Central	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
318	f	>23	second	B+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
319	m	>23	second	B	East	highschool-art	yes	low	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
320	LGBT	>23	second	B	Central	highschool-mathsci	yes	mid	low	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
321	LGBT	23-28	first	C+	NorthEast	non-formal	no	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
322	LGBT	23-28	completed	B	North	highschool-mathsci	no	mid	low	low	low	low	High	Low	Mid	Mid	High	Low	Low	High
323	m	>23	completed	B+	West	highschool-art	no	mid	low	mid	mid	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
324	m	23-28	forth	B	North	highvocational	yes	mid	high	high	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
325	m	23-28	third	B	NorthEast	highvocational	yes	mid	high	high	mid	low	Mid	Mid	High	Low	Low	High	Mid	Mid
326	LGBT	>23	third	C+	NorthEast	highschool-art	yes	mid	high	mid	low	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
327	m	>23	first	C+	NorthEast	highvocational	yes	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
328	m	>23	first	B	NorthEast	vocational	yes	low	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
329	m	>23	first	B	North	highvocational	yes	mid	high	high	high	low	High	Low	High	Low	Mid	Mid	Mid	Mid
330	m	>23	first	B	North	vocational	yes	mid	high	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
331	m	>23	first	B	North	highvocational	yes	mid	high	mid	mid	low	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
332	m	>23	first	C+	North	highvocational	no	low	mid	high	high	mid	Low	High	High	Low	Mid	Mid	Mid	Mid
333	m	>23	first	B	North	highvocational	no	high	mid	mid	mid	mid	Low	High	High	Low	Mid	Mid	High	Low
334	m	>23	first	B	North	highvocational	yes	low	mid	mid	high	mid	High	Low	High	Low	High	Low	Mid	Mid
335	m	>23	first	B+	North	highvocational	no	mid	mid	mid	low	mid	Mid	Mid	High	Low	High	Low	Mid	Mid
336	m	>23	first	B+	North	highvocational	no	mid	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
337	f	>23	second	B	North	vocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
338	f	>23	second	B	North	highschool-art	yes	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
339	m	>23	second	C+	North	vocational	yes	high	high	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
340	f	>23	second	B+	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
341	m	>23	second	C+	North	vocational	yes	mid	low	low	low	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
342	m	>23	second	B+	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
343	f	>23	second	B	North	vocational	yes	mid	mid	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
344	m	>23	second	B	North	highschool-mathsci	yes	high	low	high	high	mid	High	Low	High	Low	High	Low	High	Low
345	LGBT	>23	second	C+	North	highschool-art	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
346	f	>23	second	C+	North	vocational	yes	mid	mid	mid	mid	low	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
347	LGBT	23-28	forth	B+	Central	vocational	yes	high	low	mid	high	mid	High	Low	Mid	Mid	High	Low	High	Low
348	f	>23	second	B	West	highschool-art	yes	mid	high	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
349	LGBT	>23	first	B	Central	highschool-mathsci	no	low	high	low	mid	high	Mid	Mid	High	Low	Low	High	Mid	Mid
350	f	>23	second	B	North	vocational	no	mid	low	mid	mid	low	High	Low	Mid	Mid	High	Low	Mid	Mid
351	f	23-28	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	mid	High	Low	High	Low	High	Low	High	Low
352	LGBT	23-28	first	B	NorthEast	highvocational	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
353	LGBT	23-28	third	B	NorthEast	highschool-art	yes	mid	high	mid	low	low	Low	High	Mid	Mid	Low	High	Mid	Mid
354	m	>23	second	B+	North	highschool-mathsci	yes	high	high	high	high	high	Low	High	Mid	Mid	Low	High	High	Low
355	LGBT	23-28	first	B+	NorthEast	non-formal	no	mid	mid	high	low	low	Mid	Mid	Low	High	Mid	Mid	Low	High
356	f	>23	second	B	North	vocational	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
357	f	>23	first	B+	Central	highschool-mathsci	no	high	low	high	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
358	f	>23	second	B	North	vocational	yes	mid	high	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
359	f	>23	second	B	North	highschool-art	no	low	high	mid	mid	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
360	f	>23	first	B+	NorthEast	highschool-mathsci	no	mid	mid	high	mid	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
361	m	23-28	third	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
362	f	>23	second	C+	North	highschool-mathsci	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
363	f	>23	forth	B	North	highschool-art	yes	mid	mid	low	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
364	f	>23	forth	C+	North	highschool-art	yes	mid	low	mid	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
365	f	>23	forth	B+	North	highschool-art	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
366	m	>23	first	B+	North	highschool-mathsci	yes	high	mid	high	high	high	Low	High	High	Low	Low	High	High	Low
367	f	>23	forth	B	North	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	High	Low	Mid	Mid	High	Low
368	f	>23	second	B	NorthEast	highschool-art	no	high	low	high	low	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
369	f	>23	forth	B	North	highschool-art	yes	mid	low	mid	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
370	m	>23	third	B	Central	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
371	f	>23	second	B	NorthEast	highschool-art	no	high	low	low	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
372	LGBT	>23	forth	C+	North	highschool-art	yes	high	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
373	m	>23	first	B+	NorthEast	highschool-mathsci	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
374	f	23-28	first	C+	NorthEast	highschool-art	no	mid	high	mid	high	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
375	f	23-28	forth	B	Central	highvocational	yes	high	high	mid	high	mid	High	Low	High	Low	High	Low	High	Low
376	f	23-28	second	B	Central	vocational	yes	high	mid	high	high	mid	High	Low	High	Low	High	Low	High	Low
377	f	>23	third	B	NorthEast	highschool-art	no	mid	mid	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
378	m	23-28	forth	B+	Central	bachelor	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
379	LGBT	>23	first	B	East	highschool-mathsci	no	low	high	mid	low	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
380	m	23-28	forth	B	North	highvocational	yes	mid	high	high	high	high	High	Low	High	Low	High	Low	High	Low
381	m	>23	second	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
382	f	>23	forth	B	North	highschool-art	yes	mid	high	mid	low	high	High	Low	Mid	Mid	High	Low	Mid	Mid
383	f	>23	first	B	South	highschool-art	no	high	low	high	high	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
384	f	>23	first	C+	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	Mid	Mid	High	Low
385	f	>23	forth	B	North	highschool-art	yes	mid	high	high	mid	mid	Mid	Mid	High	Low	Low	High	High	Low
386	f	>23	first	B+	North	highschool-art	yes	high	mid	high	high	high	Mid	Mid	High	Low	High	Low	High	Low
387	f	>23	forth	B	North	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
388	f	>23	first	B	South	highschool-art	no	high	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
389	LGBT	>23	third	B	North	vocational	yes	high	mid	high	high	high	High	Low	High	Low	Mid	Mid	High	Low
390	f	23-28	third	B+	Central	highschool-mathsci	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
391	f	>23	forth	C+	North	highschool-art	yes	mid	mid	high	low	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
392	f	>23	second	B	South	highschool-art	no	mid	high	mid	mid	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
393	m	23-28	forth	B+	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
394	LGBT	>23	third	B	South	highschool-art	no	low	low	high	mid	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
395	f	23-28	completed	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
396	f	>23	third	B+	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
397	f	>23	first	B	South	highschool-art	no	mid	high	mid	low	low	Mid	Mid	Mid	Mid	High	Low	Low	High
398	m	23-28	third	B	North	vocational	yes	high	mid	high	high	mid	High	Low	High	Low	High	Low	High	Low
399	LGBT	>23	third	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
400	m	>23	first	B	West	highschool-mathsci	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
401	m	>23	third	B	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
402	f	23-28	completed	B+	East	vocational	yes	high	high	mid	high	mid	High	Low	High	Low	High	Low	High	Low
403	f	>23	second	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
404	m	23-28	third	B+	West	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
405	f	>23	first	B+	North	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
406	f	>23	first	B	West	highschool-art	no	mid	high	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
407	LGBT	>23	third	C+	North	vocational	yes	mid	low	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
408	m	>23	second	B	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
409	f	>23	first	B	Central	highschool-art	no	mid	high	mid	low	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
410	f	>23	third	B	North	vocational	yes	low	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
411	f	>23	first	B+	Central	highvocational	yes	high	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
412	m	>23	third	C+	North	vocational	yes	low	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Low	High
413	f	23-28	forth	B+	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
414	LGBT	>23	third	B	North	highschool-art	yes	high	high	high	low	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
415	f	>23	first	B	Central	highschool-mathsci	no	mid	high	high	high	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
416	LGBT	>23	second	B+	Central	highschool-art	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
417	m	>23	forth	B	North	highvocational	yes	high	high	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
418	f	>23	first	B	Central	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
419	LGBT	23-28	third	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
420	f	>23	third	B	North	highschool-art	yes	high	mid	high	mid	mid	High	Low	Low	High	High	Low	High	Low
421	m	>23	third	B	North	vocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
422	f	>23	third	C+	North	highschool-art	no	low	mid	high	high	low	High	Low	Mid	Mid	Mid	Mid	Low	High
423	f	>23	second	B	North	highvocational	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
424	m	23-28	second	B	North	highvocational	yes	mid	high	high	high	high	High	Low	High	Low	High	Low	High	Low
425	m	>23	third	B+	North	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
426	m	23-28	third	B	North	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
427	m	>23	third	B	North	highschool-art	yes	high	low	mid	mid	high	Mid	Mid	Mid	Mid	Low	High	High	Low
428	LGBT	>23	third	B	North	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
429	f	>23	third	B	North	highvocational	yes	high	high	high	low	mid	Mid	Mid	High	Low	Mid	Mid	Low	High
430	f	>23	third	B	North	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
431	m	23-28	third	B	North	highvocational	yes	high	high	mid	high	high	Mid	Mid	Mid	Mid	High	Low	Low	High
432	f	>23	second	B	North	highvocational	yes	low	high	high	high	high	High	Low	High	Low	Mid	Mid	Mid	Mid
433	LGBT	>23	third	B	North	highvocational	yes	high	high	high	high	low	Mid	Mid	High	Low	High	Low	High	Low
434	f	>23	third	B	North	highvocational	yes	mid	high	high	high	high	High	Low	High	Low	High	Low	High	Low
435	LGBT	23-28	forth	B	North	highvocational	yes	mid	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
436	f	>23	first	B	North	vocational	yes	high	mid	low	high	low	Mid	Mid	High	Low	High	Low	High	Low
437	m	23-28	third	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
