sex,Age,major group3,year,gpax,Region,previous-edu,uni-activity,influ-major,influ-people,influ-wellknown,influ-quality,influ-careermarket,TYPE
f,>23,Arts & Humanities,third,B,NorthEast,highschool-art,yes,mid,high,mid,high,mid,ESTJ
LGBT,>23,Arts & Humanities,third,B,NorthEast,highschool-art,yes,mid,mid,mid,low,low,ENTJ
LGBT,>23,Arts & Humanities,third,C+,NorthEast,highschool-art,yes,low,mid,low,high,mid,ENTJ
LGBT,>23,Arts & Humanities,third,B,NorthEast,highschool-art,no,low,low,low,high,mid,ESFJ
m,>23,Arts & Humanities,first,B+,Central,vocational,yes,high,mid,high,mid,mid,ENTJ
f,23-28,Arts & Humanities,completed,C+,Central,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFP
f,29-34,Arts & Humanities,completed,C+,Central,highschool-art,no,high,high,high,high,high,ISTP
f,23-28,Arts & Humanities,forth,C+,Central,highschool-art,yes,mid,mid,high,mid,high,ESTP
f,>23,Arts & Humanities,second,C,South,highschool-art,yes,low,high,high,high,high,ENFP
f,23-28,Arts & Humanities,completed,B,NorthEast,highschool-mathsci,yes,high,low,high,high,high,ENFP
f,29-34,Arts & Humanities,completed,C+,Central,highschool-mathsci,yes,high,low,high,high,high,INFP
f,29-34,Arts & Humanities,completed,C,East,highschool-art,no,high,low,high,high,high,ISFP
f,>23,Arts & Humanities,first,C+,South,vocational,yes,high,mid,high,high,mid,ISFP
f,29-34,Arts & Humanities,completed,B+,Central,highschool-mathsci,no,mid,high,mid,mid,mid,ISTJ
f,29-34,Arts & Humanities,completed,C,South,highschool-art,yes,high,high,high,high,high,ESFP
f,>23,Arts & Humanities,first,C,South,highschool-mathsci,yes,high,mid,high,high,high,INTP
LGBT,29-34,Arts & Humanities,completed,C+,Central,vocational,yes,high,mid,mid,mid,mid,ISFP
f,23-28,Arts & Humanities,completed,B+,Central,vocational,no,mid,high,mid,high,high,INTJ
f,>23,Arts & Humanities,forth,B,Central,highschool-mathsci,no,mid,high,high,high,mid,ESFP
f,29-34,Arts & Humanities,completed,B,Central,highschool-art,no,mid,high,mid,mid,low,INFJ
f,>23,Business and Law,first,B,NorthEast,highschool-mathsci,yes,mid,low,mid,mid,mid,ESFP
m,>23,Business and Law,third,B+,North,vocational,yes,high,mid,mid,high,high,ISFJ
f,29-34,Business and Law,completed,B,NorthEast,highschool-mathsci,yes,mid,high,high,mid,mid,INTP
m,35+,Business and Law,completed,C+,NorthEast,highvocational,yes,mid,mid,mid,mid,mid,ESTP
f,>23,Business and Law,second,B+,North,vocational,yes,high,low,mid,high,high,ESFJ
f,>23,Business and Law,second,B,North,highschool-mathsci,yes,mid,mid,high,high,mid,ENFP
f,>23,Business and Law,third,C+,South,highvocational,yes,high,mid,mid,high,high,ESTJ
m,23-28,Business and Law,third,C+,North,highvocational,yes,high,high,high,high,mid,ESTJ
m,>23,Business and Law,first,C+,North,vocational,yes,high,high,mid,mid,high,ESTJ
m,>23,Business and Law,third,B,Central,highvocational,yes,high,high,mid,mid,high,ESTJ
f,>23,Business and Law,third,B,Central,highvocational,yes,high,high,mid,mid,high,ESTJ
m,>23,Business and Law,third,B,Central,vocational,yes,high,high,high,high,high,ESTJ
m,>23,Business and Law,third,B,NorthEast,vocational,yes,high,mid,high,high,high,ESTJ
f,>23,Business and Law,second,C,North,highschool-mathsci,no,high,mid,mid,high,high,ENFJ
f,23-28,Business and Law,third,B+,North,vocational,yes,high,mid,high,mid,high,ESTJ
m,29-34,Business and Law,completed,B,North,highvocational,yes,high,low,high,mid,high,ESTJ
m,23-28,Business and Law,completed,B+,Central,highvocational,yes,high,high,mid,high,mid,ENFJ
f,>23,Business and Law,second,B,Central,vocational,yes,high,low,mid,mid,mid,INFJ
f,35+,Business and Law,completed,B,NorthEast,vocational,yes,high,mid,high,high,high,ESTJ
f,>23,Business and Law,forth,C+,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,high,ESTP
m,>23,Business and Law,second,B,NorthEast,highschool-mathsci,yes,mid,mid,high,low,high,ENTJ
f,29-34,Business and Law,completed,B,NorthEast,highschool-mathsci,yes,high,mid,mid,high,high,ISTP
f,>23,Business and Law,first,C+,NorthEast,highschool-mathsci,yes,high,high,high,mid,high,ENFJ
f,>23,Business and Law,first,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ESTJ
f,>23,Business and Law,third,B,NorthEast,highschool-mathsci,no,mid,high,mid,high,mid,ISTJ
m,>23,Business and Law,first,C+,Central,highschool-art,yes,mid,mid,mid,high,high,ESTJ
f,>23,Business and Law,second,B,North,highschool-mathsci,yes,mid,mid,high,high,high,ESFJ
m,>23,Business and Law,first,C+,North,highschool-art,yes,mid,high,mid,high,mid,ISFP
m,23-28,Business and Law,completed,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESTP
LGBT,>23,Business and Law,third,B+,North,vocational,yes,high,mid,high,high,high,ESTJ
m,>23,Business and Law,first,B+,Central,highschool-art,no,low,mid,high,mid,high,ENFP
f,>23,Business and Law,third,C,North,highschool-mathsci,no,high,low,mid,high,high,ESTP
LGBT,>23,Business and Law,first,B+,North,highschool-art,no,low,mid,mid,high,mid,ENTP
m,>23,Business and Law,second,C,Central,highschool-mathsci,no,low,high,high,high,mid,INFP
LGBT,>23,Business and Law,first,C,Central,non-formal,no,low,high,high,high,mid,INTJ
m,>23,Business and Law,forth,B,Central,highschool-art,yes,mid,mid,low,mid,mid,INFP
m,23-28,Business and Law,first,B+,North,highschool-mathsci,yes,high,low,high,mid,high,ESTP
LGBT,23-28,Business and Law,second,B,NorthEast,non-formal,no,low,low,high,high,mid,ISTJ
LGBT,23-28,Business and Law,first,B,NorthEast,highschool-art,no,mid,mid,high,high,mid,ESFP
m,23-28,Business and Law,second,B,East,vocational,no,mid,mid,mid,mid,high,ENTJ
LGBT,>23,Business and Law,first,B+,East,highschool-mathsci,no,high,low,high,high,high,INTJ
LGBT,>23,Business and Law,first,B,East,non-formal,no,mid,high,high,high,low,ISTJ
LGBT,>23,Business and Law,second,A,South,highschool-mathsci,yes,high,high,high,high,high,ENTP
LGBT,>23,Business and Law,second,B,South,highschool-art,yes,high,mid,high,mid,mid,ESTP
LGBT,23-28,Business and Law,first,B,South,vocational,no,high,high,high,high,low,ENTP
m,>23,Business and Law,second,C,South,highschool-art,no,mid,high,mid,mid,low,ESTJ
f,>23,Business and Law,second,C+,South,highvocational,no,low,high,high,high,mid,ISFJ
m,23-28,Business and Law,completed,B,North,highvocational,no,mid,mid,mid,mid,mid,ISFJ
f,>23,Business and Law,second,B+,North,vocational,no,mid,mid,mid,mid,mid,ISTJ
LGBT,23-28,Business and Law,second,B,North,vocational,no,mid,high,mid,mid,mid,ISFJ
f,23-28,Business and Law,first,C+,North,highvocational,no,mid,mid,high,mid,low,ISFJ
m,>23,Business and Law,second,B+,North,vocational,yes,high,high,high,high,high,ESTJ
LGBT,>23,Business and Law,first,B,Central,highschool-mathsci,no,low,high,low,mid,high,ISFJ
LGBT,23-28,Business and Law,first,B+,NorthEast,non-formal,no,mid,mid,high,low,low,INTP
f,>23,Business and Law,forth,B,North,highschool-art,yes,mid,mid,low,mid,high,ENTJ
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,mid,mid,ESFJ
f,>23,Education,third,B+,North,vocational,yes,high,high,mid,mid,high,ESFP
f,>23,Education,second,B+,North,vocational,no,mid,mid,mid,high,mid,ISFP
m,29-34,Education,completed,B+,East,highschool-art,yes,high,mid,mid,high,mid,ESFJ
m,29-34,Education,completed,B+,NorthEast,highschool-mathsci,yes,high,mid,high,high,mid,ENFJ
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,high,mid,ISTP
f,>23,Education,forth,B,North,highschool-art,yes,mid,high,mid,mid,high,ESTJ
f,>23,Education,second,B+,North,highschool-art,yes,high,mid,low,mid,high,ESFJ
f,>23,Education,forth,B,North,highschool-art,yes,mid,mid,high,high,high,ESFJ
m,>23,Education,first,B,North,highschool-art,yes,mid,mid,mid,high,high,ESTP
f,>23,Education,third,B,Central,highschool-art,yes,mid,mid,mid,high,mid,ENTP
LGBT,>23,Education,third,B,North,highschool-mathsci,yes,high,low,high,mid,mid,ESFJ
LGBT,>23,Education,second,B,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,low,ESTJ
f,>23,Education,second,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,third,C+,Central,highschool-art,yes,mid,high,mid,mid,mid,ESTP
f,>23,Education,second,B,Central,highschool-mathsci,yes,low,mid,low,mid,mid,ENTP
LGBT,23-28,Education,forth,B,Central,highschool-mathsci,yes,mid,low,high,high,high,INTJ
LGBT,>23,Education,second,B+,South,highschool-mathsci,no,low,mid,mid,mid,mid,ENTJ
LGBT,>23,Education,second,B,South,highschool-mathsci,no,mid,mid,high,high,mid,ISFJ
f,23-28,Education,third,B,North,highschool-mathsci,yes,mid,high,high,high,mid,INTJ
m,23-28,Education,third,B,North,highschool-mathsci,no,mid,mid,high,high,high,ESTJ
m,23-28,Education,completed,B,North,highschool-mathsci,no,mid,high,high,high,mid,INFJ
m,>23,Education,second,B,Central,highschool-art,yes,low,low,high,high,mid,INFP
f,>23,Education,second,C+,Central,highschool-mathsci,yes,mid,mid,mid,mid,mid,ESTJ
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,high,low,high,low,ESTP
f,>23,Education,second,B,Central,highschool-art,yes,low,low,mid,mid,high,INTJ
m,>23,Education,second,C+,East,highschool-art,yes,mid,high,mid,high,mid,ESFP
f,>23,Education,second,B,North,highschool-art,yes,mid,low,mid,low,high,ENFP
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,mid,high,mid,mid,ESTJ
f,>23,Education,second,B+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,second,B,East,highschool-art,yes,low,mid,high,high,high,ISFJ
LGBT,>23,Education,second,B,Central,highschool-mathsci,yes,mid,low,mid,mid,low,ENTJ
LGBT,23-28,Education,first,C+,NorthEast,non-formal,no,high,mid,high,high,mid,ISTJ
LGBT,23-28,Education,completed,B,North,highschool-mathsci,no,mid,low,low,low,low,ENTP
f,>23,Education,third,B,NorthEast,highschool-art,no,mid,mid,high,high,low,ESFJ
LGBT,>23,Education,first,B,East,highschool-mathsci,no,low,high,mid,low,mid,ENFJ
m,>23,Education,second,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
f,23-28,Education,completed,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ESFJ
m,>23,Education,first,B,West,highschool-mathsci,no,mid,mid,mid,high,mid,ESTP
f,>23,Education,second,B,Central,highschool-mathsci,no,mid,high,high,high,mid,ESFP
f,>23,Education,first,B,Central,highschool-mathsci,no,mid,high,high,high,mid,ESTJ
f,23-28,Education,completed,C+,NorthEast,highschool-art,yes,mid,high,low,mid,mid,ENTJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,mid,high,high,high,mid,ESFJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,mid,ENTJ
m,23-28,Education,completed,C+,NorthEast,highschool-art,no,high,low,high,high,mid,ENFJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,mid,mid,high,mid,mid,ENFJ
LGBT,23-28,Education,completed,B,NorthEast,highschool-art,yes,high,high,high,mid,low,ENFP
m,23-28,Education,completed,B,NorthEast,highschool-mathsci,no,high,mid,mid,mid,low,INFP
f,23-28,Education,completed,C+,NorthEast,highschool-art,yes,high,high,high,high,high,ENFJ
f,23-28,Education,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,high,high,mid,INFP
f,23-28,Education,completed,B+,NorthEast,highschool-mathsci,yes,high,high,mid,high,mid,INFJ
f,23-28,Education,first,C,Central,highschool-mathsci,no,mid,high,mid,mid,mid,INFP
f,35+,Education,completed,C+,North,highschool-mathsci,yes,mid,high,mid,mid,mid,ENTP
f,>23,Education,forth,C+,NorthEast,highschool-mathsci,yes,mid,mid,high,mid,low,ENFP
f,>23,Education,third,C+,NorthEast,highschool-mathsci,yes,mid,mid,mid,mid,high,ENTP
m,35+,Education,completed,B,NorthEast,highschool-mathsci,no,mid,high,low,mid,mid,ISFP
f,29-34,Education,completed,C+,South,highschool-art,no,mid,low,mid,high,high,ESTJ
f,>23,Education,first,B+,Central,highschool-mathsci,no,mid,mid,low,mid,mid,ISFP
f,35+,Education,completed,B,South,highschool-mathsci,no,high,mid,low,mid,high,INTJ
f,>23,Education,forth,B,NorthEast,highschool-mathsci,no,high,mid,mid,high,mid,ISTP
f,23-28,Education,completed,C+,South,highschool-mathsci,yes,high,mid,mid,high,mid,ESFJ
f,35+,Education,completed,C,Central,highschool-mathsci,no,high,mid,mid,high,high,ENFJ
f,35+,Education,completed,B+,NorthEast,highschool-mathsci,no,high,high,high,high,high,ENFP
f,35+,Education,completed,C+,Central,highvocational,no,high,mid,high,high,high,ENFP
f,23-28,Education,completed,C+,Central,highschool-mathsci,no,high,mid,low,high,high,ESFJ
f,>23,Education,second,B+,Central,highschool-mathsci,no,high,high,mid,high,mid,INTP
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,mid,mid,ESFJ
f,>23,Education,third,B+,North,vocational,yes,high,high,mid,mid,high,ESFP
f,>23,Education,second,B+,North,vocational,no,mid,mid,mid,high,mid,ISFP
m,29-34,Education,completed,B+,East,highschool-art,yes,high,mid,mid,high,mid,ESFJ
m,29-34,Education,completed,B+,NorthEast,highschool-mathsci,yes,high,mid,high,high,mid,ENFJ
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,high,mid,ISTP
f,>23,Education,forth,B,North,highschool-art,yes,mid,high,mid,mid,high,ESTJ
f,>23,Education,second,B+,North,highschool-art,yes,high,mid,low,mid,high,ESFJ
f,>23,Education,forth,B,North,highschool-art,yes,mid,mid,high,high,high,ESFJ
m,>23,Education,first,B,North,highschool-art,yes,mid,mid,mid,high,high,ESTP
f,>23,Education,third,B,Central,highschool-art,yes,mid,mid,mid,high,mid,ENTP
LGBT,>23,Education,third,B,North,highschool-mathsci,yes,high,low,high,mid,mid,ESFJ
LGBT,>23,Education,second,B,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,low,ESTJ
f,>23,Education,second,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,third,C+,Central,highschool-art,yes,mid,high,mid,mid,mid,ESTP
f,>23,Education,second,B,Central,highschool-mathsci,yes,low,mid,low,mid,mid,ENTP
LGBT,23-28,Education,forth,B,Central,highschool-mathsci,yes,mid,low,high,high,high,INTJ
LGBT,>23,Education,second,B+,South,highschool-mathsci,no,low,mid,mid,mid,mid,ENTJ
LGBT,>23,Education,second,B,South,highschool-mathsci,no,mid,mid,high,high,mid,ISFJ
f,23-28,Education,third,B,North,highschool-mathsci,yes,mid,high,high,high,mid,INTJ
m,23-28,Education,third,B,North,highschool-mathsci,no,mid,mid,high,high,high,ESTJ
m,23-28,Education,completed,B,North,highschool-mathsci,no,mid,high,high,high,mid,INFJ
m,>23,Education,second,B,Central,highschool-art,yes,low,low,high,high,mid,INFP
f,>23,Education,second,C+,Central,highschool-mathsci,yes,mid,mid,mid,mid,mid,ESTJ
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,high,low,high,low,ESTP
f,>23,Education,second,B,Central,highschool-art,yes,low,low,mid,mid,high,INTJ
m,>23,Education,second,C+,East,highschool-art,yes,mid,high,mid,high,mid,ESFP
f,>23,Education,second,B,North,highschool-art,yes,mid,low,mid,low,high,ENFP
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,mid,high,mid,mid,ESTJ
f,>23,Education,second,B+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,second,B,East,highschool-art,yes,low,mid,high,high,high,ISFJ
LGBT,>23,Education,second,B,Central,highschool-mathsci,yes,mid,low,mid,mid,low,ENTJ
LGBT,23-28,Education,first,C+,NorthEast,non-formal,no,high,mid,high,high,mid,ISTJ
LGBT,23-28,Education,completed,B,North,highschool-mathsci,no,mid,low,low,low,low,ENTP
f,>23,Education,third,B,NorthEast,highschool-art,no,mid,mid,high,high,low,ESFJ
LGBT,>23,Education,first,B,East,highschool-mathsci,no,low,high,mid,low,mid,ENFJ
m,>23,Education,second,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
f,23-28,Education,completed,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ESFJ
m,>23,Education,first,B,West,highschool-mathsci,no,mid,mid,mid,high,mid,ESTP
f,>23,Education,second,B,Central,highschool-mathsci,no,mid,high,high,high,mid,ESFP
f,>23,Education,first,B,Central,highschool-mathsci,no,mid,high,high,high,mid,ESTJ
f,23-28,Education,completed,C+,NorthEast,highschool-art,yes,mid,high,low,mid,mid,ENTJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,mid,high,high,high,mid,ESFJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,mid,ENTJ
m,23-28,Education,completed,C+,NorthEast,highschool-art,no,high,low,high,high,mid,ENFJ
f,23-28,Education,completed,B,NorthEast,highschool-mathsci,yes,mid,mid,high,mid,mid,ENFJ
LGBT,23-28,Education,completed,B,NorthEast,highschool-art,yes,high,high,high,mid,low,ENFP
m,23-28,Education,completed,B,NorthEast,highschool-mathsci,no,high,mid,mid,mid,low,INFP
f,23-28,Education,completed,C+,NorthEast,highschool-art,yes,high,high,high,high,high,ENFJ
f,23-28,Education,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,high,high,mid,INFP
f,23-28,Education,completed,B+,NorthEast,highschool-mathsci,yes,high,high,mid,high,mid,INFJ
f,23-28,Education,first,C,Central,highschool-mathsci,no,mid,high,mid,mid,mid,INFP
f,35+,Education,completed,C+,North,highschool-mathsci,yes,mid,high,mid,mid,mid,ENTP
f,>23,Education,forth,C+,NorthEast,highschool-mathsci,yes,mid,mid,high,mid,low,ENFP
f,>23,Education,third,C+,NorthEast,highschool-mathsci,yes,mid,mid,mid,mid,high,ENTP
m,35+,Education,completed,B,NorthEast,highschool-mathsci,no,mid,high,low,mid,mid,ISFP
f,29-34,Education,completed,C+,South,highschool-art,no,mid,low,mid,high,high,ESTJ
f,>23,Education,first,B+,Central,highschool-mathsci,no,mid,mid,low,mid,mid,ISFP
f,35+,Education,completed,B,South,highschool-mathsci,no,high,mid,low,mid,high,INTJ
f,>23,Education,forth,B,NorthEast,highschool-mathsci,no,high,mid,mid,high,mid,ISTP
f,23-28,Education,completed,C+,South,highschool-mathsci,yes,high,mid,mid,high,mid,ESFJ
f,35+,Education,completed,C,Central,highschool-mathsci,no,high,mid,mid,high,high,ENFJ
f,35+,Education,completed,B+,NorthEast,highschool-mathsci,no,high,high,high,high,high,ENFP
f,35+,Education,completed,C+,Central,highvocational,no,high,mid,high,high,high,ENFP
f,23-28,Education,completed,C+,Central,highschool-mathsci,no,high,mid,low,high,high,ESFJ
f,>23,Education,second,B+,Central,highschool-mathsci,no,high,high,mid,high,mid,INTP
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,mid,mid,ESFJ
f,>23,Education,third,B+,North,vocational,yes,high,high,mid,mid,high,ESFP
f,>23,Education,second,B+,North,vocational,no,mid,mid,mid,high,mid,ISFP
m,29-34,Education,completed,B+,East,highschool-art,yes,high,mid,mid,high,mid,ESFJ
m,29-34,Education,completed,B+,NorthEast,highschool-mathsci,yes,high,mid,high,high,mid,ENFJ
f,>23,Education,second,B,North,highschool-art,yes,mid,mid,high,high,mid,ISTP
f,>23,Education,forth,B,North,highschool-art,yes,mid,high,mid,mid,high,ESTJ
f,>23,Education,second,B+,North,highschool-art,yes,high,mid,low,mid,high,ESFJ
f,>23,Education,forth,B,North,highschool-art,yes,mid,mid,high,high,high,ESFJ
m,>23,Education,first,B,North,highschool-art,yes,mid,mid,mid,high,high,ESTP
f,>23,Education,third,B,Central,highschool-art,yes,mid,mid,mid,high,mid,ENTP
LGBT,>23,Education,third,B,North,highschool-mathsci,yes,high,low,high,mid,mid,ESFJ
LGBT,>23,Education,second,B,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,low,ESTJ
f,>23,Education,second,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,third,C+,Central,highschool-art,yes,mid,high,mid,mid,mid,ESTP
f,>23,Education,second,B,Central,highschool-mathsci,yes,low,mid,low,mid,mid,ENTP
LGBT,23-28,Education,forth,B,Central,highschool-mathsci,yes,mid,low,high,high,high,INTJ
LGBT,>23,Education,second,B+,South,highschool-mathsci,no,low,mid,mid,mid,mid,ENTJ
LGBT,>23,Education,second,B,South,highschool-mathsci,no,mid,mid,high,high,mid,ISFJ
f,23-28,Education,third,B,North,highschool-mathsci,yes,mid,high,high,high,mid,INTJ
m,23-28,Education,third,B,North,highschool-mathsci,no,mid,mid,high,high,high,ESTJ
m,23-28,Education,completed,B,North,highschool-mathsci,no,mid,high,high,high,mid,INFJ
m,>23,Education,second,B,Central,highschool-art,yes,low,low,high,high,mid,INFP
f,>23,Education,second,C+,Central,highschool-mathsci,yes,mid,mid,mid,mid,mid,ESTJ
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,high,low,high,low,ESTP
f,>23,Education,second,B,Central,highschool-art,yes,low,low,mid,mid,high,INTJ
m,>23,Education,second,C+,East,highschool-art,yes,mid,high,mid,high,mid,ESFP
f,>23,Education,second,B,North,highschool-art,yes,mid,low,mid,low,high,ENFP
f,>23,Education,second,B,Central,highschool-mathsci,yes,mid,mid,high,mid,mid,ESTJ
f,>23,Education,second,B+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESFJ
m,>23,Education,second,B,East,highschool-art,yes,low,mid,high,high,high,ISFJ
f,>23,Health ,second,B,North,vocational,no,mid,mid,mid,mid,mid,ENFP
f,>23,Health ,second,B,North,vocational,no,mid,mid,mid,mid,mid,ENFP
f,23-28,Health ,forth,B+,North,highschool-mathsci,yes,high,low,high,high,high,INFJ
LGBT,>23,Health ,third,B+,North,highschool-mathsci,yes,high,high,mid,mid,high,ENTJ
f,>23,Health ,third,B,North,highschool-art,yes,mid,high,mid,high,low,ENTP
m,>23,Health ,second,B,NorthEast,highschool-mathsci,yes,high,high,high,high,high,ESFP
LGBT,>23,Health ,second,B,NorthEast,highschool-art,yes,high,high,mid,high,mid,ISFJ
f,>23,Health ,second,B,NorthEast,highschool-art,yes,high,mid,high,mid,mid,ESTP
f,>23,Health ,third,B,North,highschool-art,yes,high,high,high,mid,mid,ESTJ
f,>23,Health ,second,C+,North,highschool-art,yes,mid,high,high,mid,mid,ISFJ
f,>23,Health ,second,C+,North,highschool-mathsci,yes,mid,high,mid,mid,high,ENTJ
f,>23,Health ,first,B,Central,highschool-mathsci,yes,high,high,high,high,high,ESFJ
m,>23,Health ,forth,B,Central,highschool-mathsci,yes,high,high,high,high,high,ENTJ
m,23-28,Health ,completed,B,North,highschool-mathsci,yes,high,high,mid,high,high,ENFJ
f,>23,Health ,second,C+,North,highschool-mathsci,yes,high,high,high,mid,high,ENTJ
f,>23,Health ,third,C+,Central,highschool-mathsci,yes,high,high,mid,mid,high,ESFJ
f,>23,Health ,third,B,North,highschool-mathsci,yes,mid,high,high,high,high,ESTJ
f,>23,Health ,second,B,Central,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
f,>23,Health ,forth,C+,Central,highschool-mathsci,yes,high,mid,mid,mid,mid,ISTP
f,>23,Health ,second,B,North,highschool-mathsci,yes,high,high,high,high,high,ISTP
f,>23,Health ,forth,B,East,highschool-mathsci,yes,mid,mid,high,high,high,ENTJ
m,>23,Health ,second,B,West,highschool-mathsci,yes,high,high,mid,mid,high,ESTJ
f,>23,Health ,second,B,Central,highschool-mathsci,yes,mid,high,high,mid,mid,ENTJ
f,>23,Health ,third,B,Central,highschool-mathsci,yes,low,mid,high,mid,mid,INTJ
f,23-28,Health ,second,B,North,highschool-mathsci,yes,low,low,high,high,mid,ENTJ
LGBT,>23,Health ,first,B,NorthEast,highschool-mathsci,no,mid,mid,mid,mid,high,ESTJ
LGBT,23-28,Health ,second,B+,North,highschool-mathsci,no,mid,high,high,high,high,INFP
f,>23,Health ,second,B,North,highschool-mathsci,yes,high,high,high,high,high,ESTJ
f,>23,Health ,first,B+,Central,highschool-mathsci,no,high,low,high,mid,high,ENTP
f,>23,Health ,first,B+,NorthEast,highschool-mathsci,no,mid,mid,high,mid,low,ENTJ
m,>23,Health ,first,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ISFJ
f,23-28,Health ,third,B+,Central,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
m,29-34,Health ,completed,B+,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,mid,ESTJ
f,29-34,Health ,completed,B,NorthEast,highschool-mathsci,yes,high,high,mid,high,high,ESTP
f,29-34,Health ,third,B+,North,bachelor,yes,mid,mid,high,high,high,INFP
f,23-28,Health ,second,A,North,bachelor,no,mid,high,mid,high,high,ENTP
m,29-34,Health ,completed,C+,North,highschool-mathsci,yes,mid,high,mid,high,high,ENTJ
f,35+,Health ,completed,B,Central,non-formal,no,mid,high,mid,mid,high,ENFJ
f,23-28,Health ,completed,C+,North,highschool-mathsci,yes,mid,high,high,high,high,ISTP
f,23-28,Health ,completed,B+,North,highschool-mathsci,yes,high,high,mid,high,high,ESFJ
m,23-28,Health ,third,A,South,highschool-mathsci,no,high,high,mid,mid,mid,INFP
f,>23,Health ,third,B,East,highschool-mathsci,no,high,high,mid,low,high,INTJ
f,29-34,Health ,completed,C+,NorthEast,highschool-mathsci,no,mid,high,low,mid,high,INFJ
f,29-34,Health ,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,high,ESFJ
f,>23,Health ,third,B,South,highschool-mathsci,yes,mid,low,high,mid,high,ENTP
f,>23,Health ,third,B+,Central,highschool-mathsci,yes,high,high,mid,mid,high,ESFP
f,>23,Health ,third,B,Central,highschool-mathsci,no,mid,low,mid,mid,mid,ESFP
m,>23,Health ,completed,B,Central,highschool-mathsci,no,mid,mid,mid,high,mid,INFP
f,>23,Health ,completed,B,Central,highschool-mathsci,yes,high,high,mid,high,high,ISFJ
m,23-28,Health ,completed,B+,Central,highschool-mathsci,yes,low,mid,mid,mid,low,ISFP
f,>23,Health ,forth,C+,NorthEast,highschool-mathsci,no,mid,low,high,mid,high,ENTJ
f,>23,Health ,completed,B,Central,highschool-mathsci,no,high,mid,mid,mid,high,ISFP
f,>23,Health ,completed,B,Central,highschool-mathsci,yes,high,low,mid,mid,high,ISFP
f,23-28,Health ,forth,C+,South,highschool-mathsci,no,high,low,high,high,high,ESFP
m,>23,Health ,forth,C+,NorthEast,highschool-mathsci,no,mid,high,high,high,high,ESFP
f,>23,Health ,completed,B,Central,highschool-mathsci,yes,high,mid,mid,high,high,ISFP
f,23-28,Health ,completed,B,Central,highschool-mathsci,no,high,mid,high,mid,high,ISFJ
f,>23,Health ,third,B,Central,highschool-mathsci,yes,mid,high,high,mid,mid,INFP
f,>23,Health ,completed,B,Central,highschool-mathsci,yes,low,high,mid,mid,mid,INFP
f,>23,Health ,third,B,East,highschool-mathsci,no,mid,mid,mid,high,high,ESFP
f,>23,Health ,completed,B,NorthEast,highschool-mathsci,no,high,low,low,mid,high,INFJ
LGBT,>23,Health ,completed,C+,Central,highschool-mathsci,yes,mid,mid,mid,high,mid,INFP
LGBT,>23,Health ,third,C+,East,highschool-mathsci,yes,high,mid,mid,mid,mid,ISFP
f,>23,Health ,second,B,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,mid,ESFP
f,>23,Health ,completed,B+,Central,highschool-mathsci,no,mid,mid,high,high,high,INFP
